type	size_snap	size_cur	path	snapshot
MISSING	19523	0	CaseCrack\tools\burp_enterprise\swarm\shared_weights.py	C:\Users\ya754\AppData\Roaming\Code\User\History\6b8d8dba\JeTy.py
MISSING	19518	0	CaseCrack\tools\burp_enterprise\database\redis_manager.py	C:\Users\ya754\AppData\Roaming\Code\User\History\ba1971d\DEGq.py
MISSING	19097	0	CaseCrack\tools\burp_enterprise\action_rationale_engine.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-79cf5c17\Gusp.py
MISSING	18551	0	CaseCrack\test_p0_integration_wiring.py	C:\Users\ya754\AppData\Roaming\Code\User\History\524950e7\h89i.py
MISSING	18462	0	CaseCrack\_narrow_all_exceptions.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-752fcba1\gSep.py
MISSING	18392	0	CaseCrack\test_missing_integrations_b3.py	C:\Users\ya754\AppData\Roaming\Code\User\History\6650ddbb\T4q8.py
MISSING	18280	0	CaseCrack\tools\burp_enterprise\database\hybrid_backend.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-20b44a49\KKlw.py
MISSING	18216	0	CaseCrack\_test_chain_identity_v36.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-15db605e\XDaz.py
MISSING	18197	0	CaseCrack\tools\burp_enterprise\recon_dashboard\conversation_export.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-56916889\drMZ.py
MISSING	18141	0	CaseCrack\tools\burp_enterprise\loop\target_specialization.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1f093584\jHxv.py
MISSING	17808	0	CaseCrack\tools\burp_enterprise\swarm\gpu_governor.py	C:\Users\ya754\AppData\Roaming\Code\User\History\323dd772\Bh95.py
MISSING	17807	0	CaseCrack\tools\burp_enterprise\inference\llama_backend.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-54b5b358\hcuy.py
MISSING	17730	0	CaseCrack\tools\burp_enterprise\agents\copilot_sdk_infra_tools.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-462d2601\oG2x.py
MISSING	17624	0	CaseCrack\tools\burp_enterprise\osint_providers\securitytrails_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\4d567880\j0oQ.py
MISSING	17313	0	CaseCrack\tools\burp_enterprise\qtable_advisor.py	C:\Users\ya754\AppData\Roaming\Code\User\History\53900554\sSXW.py
MISSING	17187	0	CaseCrack\_decompose_v1.py	C:\Users\ya754\AppData\Roaming\Code\User\History\b1e43a0\4SBu.py
MISSING	16770	0	CaseCrack\tools\burp_enterprise\thinking_budget.py	C:\Users\ya754\AppData\Roaming\Code\User\History\c04a208\Ygat.py
MISSING	16739	0	CaseCrack\_extract_m5.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-569e735d\4lFy.py
MISSING	16221	0	CaseCrack\tools\burp_enterprise\recon_dashboard\routes_cross_target.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3b229d02\efOw.py
MISSING	16149	0	CaseCrack\_test_p7_delegate.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-3ce1f807\XCzk.py
MISSING	16145	0	CaseCrack\_wire_modules.py	C:\Users\ya754\AppData\Roaming\Code\User\History\36cca2dc\oujc.py
MISSING	15937	0	CaseCrack\tools\burp_enterprise\graph\multi_agent\builder.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-2ef1a30e\K07u.py
MISSING	15830	0	CaseCrack\tools\burp_enterprise\loop\value_scorer.py	C:\Users\ya754\AppData\Roaming\Code\User\History\29b97723\vkiS.py
MISSING	15608	0	CaseCrack\_test_sdk_engine.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7df77431\tdln.py
MISSING	15369	0	CaseCrack\_test_production_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\64e1691b\K3pj.py
MISSING	15357	0	CaseCrack\tools\burp_enterprise\operator_feedback.py	C:\Users\ya754\AppData\Roaming\Code\User\History\128d6d3c\dR9i.py
MISSING	15345	0	CaseCrack\tools\burp_enterprise\recon_dashboard\langgraph_scan.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-1e96b9b5\OUVR.py
MISSING	14894	0	CaseCrack\tools\burp_enterprise\loop\parallel_executor.py	C:\Users\ya754\AppData\Roaming\Code\User\History\9716d32\enm8.py
MISSING	14872	0	CaseCrack\tests\scenarios\run_all_scenarios.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2b03d431\GtVf.py
MISSING	14608	0	CaseCrack\tools\burp_enterprise\graph\multi_agent\runner.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-3d57cef\JzJg.py
MISSING	14529	0	CaseCrack\_instrument_silent_exceptions.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-3b4725cd\Ibkx.py
MISSING	14462	0	CaseCrack\tools\burp_enterprise\recon_dashboard\proof_first_severity.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5b5a7a60\FYSn.py
MISSING	14380	0	CaseCrack\tools\burp_enterprise\loop\exploration_bias.py	C:\Users\ya754\AppData\Roaming\Code\User\History\6530481c\iPeM.py
MISSING	14323	0	CaseCrack\tests\test_xss_module.py	C:\Users\ya754\AppData\Roaming\Code\User\History\18398a36\BLLu.py
MISSING	13940	0	CaseCrack\tools\burp_enterprise\agents\finding_dedup.py	C:\Users\ya754\AppData\Roaming\Code\User\History\84cd08b\RPFb.py
MISSING	13682	0	CaseCrack\_patch_caap_round4.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6056111c\RoTH.py
MISSING	13569	0	CaseCrack\tools\burp_enterprise\agents\copilot_sdk_intel_tools.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1514adb9\82gu.py
MISSING	13469	0	CaseCrack\tools\burp_enterprise\graph\reasoning\runner.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-51063690\vwxG.py
MISSING	13206	0	CaseCrack\tools\burp_enterprise\loop\graph_pruner.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-31dc7428\mguY.py
MISSING	13105	0	CaseCrack\_fix_silent_exceptions.py	C:\Users\ya754\AppData\Roaming\Code\User\History\635db0e1\sNS5.py
MISSING	12863	0	CaseCrack\tools\burp_enterprise\signal_tracer.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6095b348\4sbb.py
MISSING	12760	0	CaseCrack\_test_priority5.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3df60125\ZIHn.py
MISSING	12706	0	CaseCrack\_fix_jsluice_provider.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-2caeb778\ETdI.py
MISSING	12635	0	CaseCrack\tools\burp_enterprise\agents\copilot_sdk_exploit_cloud_tools.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3a7b686e\dE1o.py
MISSING	12417	0	CaseCrack\_wire_state_modules.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-2fe999b6\kG1T.py
MISSING	12347	0	CaseCrack\tools\burp_enterprise\recon_dashboard\differential_analysis.py	C:\Users\ya754\AppData\Roaming\Code\User\History\187f7947\bi3V.py
MISSING	12270	0	CaseCrack\_refactor_ai_ml_scanner.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-797bc14f\7njE.py
MISSING	11862	0	CaseCrack\tools\burp_enterprise\recon_dashboard\routes_operator.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-3198432\SYlo.py
MISSING	11833	0	CaseCrack\test_phases.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-2b3a2e7d\VGuW.py
MISSING	11831	0	CaseCrack\tools\burp_enterprise\osint_providers\hackertarget_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\56ab1bb2\eLl8.py
MISSING	11813	0	CaseCrack\tools\burp_enterprise\recon_dashboard\routes_scan_config.py	C:\Users\ya754\AppData\Roaming\Code\User\History\c85d6d8\6f14.py
MISSING	11650	0	CaseCrack\_apply_scanner_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\154c08d4\Ggqt.py
MISSING	11266	0	CaseCrack\_apply_except_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\4d9d017b\wQMC.py
MISSING	10962	0	CaseCrack\tools\burp_enterprise\agents\llm_shutdown.py	C:\Users\ya754\AppData\Roaming\Code\User\History\23f7aa53\R7QI.py
MISSING	10800	0	CaseCrack\tools\burp_enterprise\recon_dashboard\routes_target_scoring.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6f08f70f\27as.py
MISSING	10690	0	CaseCrack\_disk_cleanup.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-554cb979\BGP9.py
MISSING	10674	0	CaseCrack\fix_bare_except.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1ce5ee2c\wo00.py
MISSING	10667	0	CaseCrack\tools\burp_enterprise\budget_controller.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1b1f9d66\0PMD.py
MISSING	10430	0	CaseCrack\test_captcha_bypass.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-4961f692\E91Z.py
MISSING	10395	0	CaseCrack\tools\burp_enterprise\graph\multi_agent\state.py	C:\Users\ya754\AppData\Roaming\Code\User\History\56ce51bc\5cN8.py
MISSING	10253	0	CaseCrack\_fix_broad_exceptions.py	C:\Users\ya754\AppData\Roaming\Code\User\History\4c0c631e\qmKU.py
MISSING	10098	0	CaseCrack\_fix_broad_exceptions_v2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2954d7f5\60Ba.py
MISSING	10072	0	CaseCrack\tests\test_config_watcher_comprehensive.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-3782560b\F4pB.py
MISSING	9951	0	CaseCrack\_test_sdk_improvements.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-65cea6ca\xAYH.py
MISSING	9916	0	CaseCrack\_test_production.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-4b7b5fe1\h3mc.py
MISSING	9889	0	CaseCrack\tools\burp_enterprise\graph\multi_agent\handoff.py	C:\Users\ya754\AppData\Roaming\Code\User\History\68704fcd\VWkp.py
MISSING	9886	0	CaseCrack\tools\burp_enterprise\graph\state.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2022072c\dlhj.py
MISSING	9656	0	tests\test_prompt_security.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5b6127b1\ewee.py
MISSING	9632	0	CaseCrack\_test_secrets_fp.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-2773750e\mGb0.py
MISSING	9630	0	CaseCrack\tools\burp_enterprise\osint_providers\hunterio_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1a15a7f9\e5Kd.py
MISSING	9551	0	CaseCrack\tools\burp_enterprise\core_infra\production_utils.py	C:\Users\ya754\AppData\Roaming\Code\User\History\147b9ad2\MNVH.py
MISSING	9311	0	CaseCrack\_refactor_graphql_recon.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-26395293\6OJX.py
MISSING	9050	0	CaseCrack\tools\burp_enterprise\osint_providers\netlas_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\249bfdf4\rPBC.py
MISSING	9019	0	CaseCrack\tools\burp_enterprise\graph\builder.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6bb5899e\Bl87.py
MISSING	8991	0	CaseCrack\_smoke_synthesis_context.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-1f5834f\RwDa.py
MISSING	8798	0	CaseCrack\test_missing_integrations_b2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\6650695c\8mV4.py
MISSING	8769	0	CaseCrack\_production_audit_final.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7f49603d\jiQM.py
MISSING	8670	0	CaseCrack\tools\burp_enterprise\config_watcher.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-1153c8d\Kwzn.py
MISSING	8630	0	CaseCrack\test_missing_integrations.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-727a5a7d\ikEN.py
MISSING	8627	0	CaseCrack\tools\burp_enterprise\loop\world_state.py	C:\Users\ya754\AppData\Roaming\Code\User\History\15a7a579\gKj4.py
MISSING	8599	0	CaseCrack\_fix7_pipeline.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6783a7fa\hEqQ.py
MISSING	8585	0	CaseCrack\fix_hanging_tests.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-14675820\yY41.py
MISSING	8534	0	CaseCrack\_do_wire_delegators.py	C:\Users\ya754\AppData\Roaming\Code\User\History\16e77e33\hvQ3.py
MISSING	8402	0	CaseCrack\_insert_handlers.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7cbc84d6\5TY4.py
MISSING	8251	0	CaseCrack\tools\burp_enterprise\osint_providers\whoxy_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\405686\RuGv.py
MISSING	8203	0	CaseCrack\_codebase_analysis.py	C:\Users\ya754\AppData\Roaming\Code\User\History\a068c08\3b7E.py
MISSING	7894	0	CaseCrack\tools\burp_enterprise\graph\reasoning\builder.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7827e273\UZ0v.py
MISSING	7832	0	CaseCrack\tools\burp_enterprise\agents\llm_registry.py	C:\Users\ya754\AppData\Roaming\Code\User\History\418fe30c\E9rb.py
MISSING	7789	0	CaseCrack\tools\burp_enterprise\graph\reasoning\state.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-7a22bc83\TEp8.py
MISSING	7753	0	CaseCrack\seed_test_data.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2fc985fd\Y9Gk.py
MISSING	7543	0	CaseCrack\tools\burp_enterprise\loop\loop_config.py	C:\Users\ya754\AppData\Roaming\Code\User\History\54446740\YaLz.py
MISSING	7398	0	CaseCrack\_test_priority3.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3df51867\Eg3r.py
MISSING	7378	0	CaseCrack\tools\burp_enterprise\graph\multi_agent\worker_factory.py	C:\Users\ya754\AppData\Roaming\Code\User\History\120a0858\TIPd.py
MISSING	7340	0	CaseCrack\_narrow_exceptions.py	C:\Users\ya754\AppData\Roaming\Code\User\History\cdc8b7d\EIHX.py
MISSING	7328	0	CaseCrack\_validate_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5fba8a11\igKr.py
MISSING	7318	0	CaseCrack\tools\burp_enterprise\agents\copilot_sdk_tool_registry.py	C:\Users\ya754\AppData\Roaming\Code\User\History\8fdcda7\7yxg.py
MISSING	7219	0	CaseCrack\_test_ops.py	C:\Users\ya754\AppData\Roaming\Code\User\History\56f2e124\RzGf.py
MISSING	7024	0	CaseCrack\tools\burp_enterprise\osint_providers\dehashed_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-731b54bf\5Znh.py
MISSING	6937	0	CaseCrack\_fix_mypy.py	C:\Users\ya754\AppData\Roaming\Code\User\History\591ec9ca\wza8.py
MISSING	6933	0	CaseCrack\_patch_agent.py	C:\Users\ya754\AppData\Roaming\Code\User\History\5432d457\6EoK.py
MISSING	6813	0	CaseCrack\_test_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\58188ef3\RGxn.py
MISSING	6454	0	CaseCrack\tools\burp_enterprise\osint_providers\fofa_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\74176c17\XG0H.py
MISSING	6241	0	CaseCrack\_verify_candidates.py	C:\Users\ya754\AppData\Roaming\Code\User\History\28a60a4f\tP9s.py
MISSING	6109	0	CaseCrack\_extract_m6.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-569dfefe\fSq4.py
MISSING	6077	0	CaseCrack\_deep_audit.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-3442977f\qZr9.py
MISSING	5954	0	CaseCrack\_narrow_crawler.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-45bdf5e7\0vx5.py
MISSING	5940	0	CaseCrack\_test_degraded_cmds.py	C:\Users\ya754\AppData\Roaming\Code\User\History\5b45912c\6EyG.py
MISSING	5690	0	CaseCrack\_disk_audit.py	C:\Users\ya754\AppData\Roaming\Code\User\History\49968ef0\uTo4.py
MISSING	5473	0	CaseCrack\_narrow_dns.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1c62bee4\Qi8V.py
MISSING	5444	0	CaseCrack\_diag_secrets.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5e727d86\g8UR.py
MISSING	5288	0	CaseCrack\_sprint6_smoke.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-29ee067\1VLE.py
MISSING	5267	0	CaseCrack\_fix_approve.py	C:\Users\ya754\AppData\Roaming\Code\User\History\58eec762\i2eS.py
MISSING	5175	0	CaseCrack\scripts\_fix_ci_mypy.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1661741a\2mXt.py
MISSING	5154	0	CaseCrack\_test_fp_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-263d1ed6\I31U.py
MISSING	5110	0	CaseCrack\_test_deadlock_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3627c745\sEmN.py
MISSING	5104	0	CaseCrack\_sprint6_inject.py	C:\Users\ya754\AppData\Roaming\Code\User\History\393e18f5\bDYu.py
MISSING	5035	0	CaseCrack\tools\burp_enterprise\osint_providers\chaos_client.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2d56ad87\dSgp.py
MISSING	5027	0	CaseCrack\split_recon.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-70093302\OAhm.py
MISSING	4984	0	CaseCrack\_narrow_iot.py	C:\Users\ya754\AppData\Roaming\Code\User\History\24f985df\TnPR.py
MISSING	4716	0	CaseCrack\_narrow_tls.py	C:\Users\ya754\AppData\Roaming\Code\User\History\379419d2\X01c.py
MISSING	4648	0	CaseCrack\split_agent.py	C:\Users\ya754\AppData\Roaming\Code\User\History\172d9ca8\VnOS.py
MISSING	4632	0	CaseCrack\_precise_audit.py	C:\Users\ya754\AppData\Roaming\Code\User\History\61add38e\0lQy.py
MISSING	4557	0	CaseCrack\_test_adaptive.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-1d9c3e7e\Gl61.py
MISSING	4555	0	CaseCrack\coverage_analysis.py	C:\Users\ya754\AppData\Roaming\Code\User\History\37a9d55\SJjv.py
MISSING	4442	0	CaseCrack\_analyze_degraded.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-596a8d98\qT0I.py
MISSING	4235	0	CaseCrack\_cross_ref_audit.py	C:\Users\ya754\AppData\Roaming\Code\User\History\63fe8275\yKku.py
MISSING	4229	0	CaseCrack\_metrics_out.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1f7da053\oStA.py
MISSING	4207	0	CaseCrack\_narrow_waf.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3c11b851\Yv2b.py
MISSING	4203	0	CaseCrack\tools\burp_enterprise\tool_wrappers\_adaptive_rate.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-416c4800\FSco.py
MISSING	4190	0	CaseCrack\_test_base_finding.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-136156c3\kFsA.py
MISSING	4169	0	CaseCrack\_validate_tier3.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2ec3f021\FJqm.py
MISSING	4165	0	CaseCrack\_validate_io7_io10_io3.py	C:\Users\ya754\AppData\Roaming\Code\User\History\6ca6d21b\Ouvy.py
MISSING	4153	0	CaseCrack\tools\burp_enterprise\cli\commands\recon_facade.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7f6708da\HQls.py
MISSING	4040	0	CaseCrack\_scan_specific_files.py	C:\Users\ya754\AppData\Roaming\Code\User\History\21a7cab9\DpYY.py
MISSING	4039	0	CaseCrack\_fix_log_injection.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-711b4f4d\z3E7.py
MISSING	3965	0	CaseCrack\_recon_gap_analysis.py	C:\Users\ya754\AppData\Roaming\Code\User\History\569f0c34\uUYY.py
MISSING	3838	0	CaseCrack\_fix_shim_mocks.py	C:\Users\ya754\AppData\Roaming\Code\User\History\62e2c71c\oMUj.py
MISSING	3794	0	CaseCrack\_final_audit2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-237bf2d7\XFao.py
MISSING	3789	0	CaseCrack\tools\burp_enterprise\json_file_lock.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-30e41145\7CPz.py
MISSING	3746	0	CaseCrack\_fix_stripe_test_keys.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-d9233d0\gJS1.py
MISSING	3707	0	CaseCrack\_audit_metrics.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-25366cda\Ucxr.py
MISSING	3681	0	CaseCrack\_trace_p15.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2e94840b\OKbb.py
MISSING	3676	0	CaseCrack\_smoke_test.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-7a547c59\k4T0.py
MISSING	3675	0	CaseCrack\_audit_findings.py	C:\Users\ya754\AppData\Roaming\Code\User\History\279d3e9b\3Nto.py
MISSING	3609	0	CaseCrack\_fix_mobile_api.py	C:\Users\ya754\AppData\Roaming\Code\User\History\152a3e82\iZJc.py
MISSING	3589	0	CaseCrack\_verify_no_output.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2a8bd730\ICik.py
MISSING	3585	0	CaseCrack\test_db_consolidation.py	C:\Users\ya754\AppData\Roaming\Code\User\History\45dd2dd0\bK2f.py
MISSING	3577	0	CaseCrack\_test_ep_extraction.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-4b8e2b85\HSXs.py
MISSING	3524	0	CaseCrack\_fix_jsluice_cmd.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-29908365\zM0F.py
MISSING	3504	0	CaseCrack\_fix_cloud_enum.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-d886c0c\3X8T.py
MISSING	3452	0	CaseCrack\_test_pass6.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-482c370f\TvMz.py
MISSING	3436	0	CaseCrack\_test_dalfox_v2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\62bf57bb\tyPW.py
MISSING	3330	0	CaseCrack\_test_budget.py	C:\Users\ya754\AppData\Roaming\Code\User\History\193c4e93\4iHa.py
MISSING	3324	0	CaseCrack\_test_agents_hooks.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-336ebf67\jV5y.py
MISSING	3314	0	CaseCrack\_create_relay_shims.py	C:\Users\ya754\AppData\Roaming\Code\User\History\5489ba40\QIls.py
MISSING	3310	0	CaseCrack\_check_cli_gaps.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-4d74470a\WxTv.py
MISSING	3309	0	CaseCrack\_test_classifier.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-8e4e249\1aNZ.py
MISSING	3279	0	CaseCrack\_test_trust_fixes.py	C:\Users\ya754\AppData\Roaming\Code\User\History\666671ba\JpoB.py
MISSING	3131	0	CaseCrack\tools\burp_enterprise\compliance_facade_tmp.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-43f302da\fkFe.py
MISSING	2999	0	CaseCrack\_test_agents_api.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5a8add91\YNKh.py
MISSING	2988	0	CaseCrack\_check_dalfox2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7d224cea\U2JK.py
MISSING	2944	0	CaseCrack\tools\burp_enterprise\core_infra\finding_schema.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7a85bf66\9w6F.py
MISSING	2940	0	CaseCrack\_check_errs.py	C:\Users\ya754\AppData\Roaming\Code\User\History\7a05f1a4\Zcb4.py
MISSING	2914	0	CaseCrack\_smoke_test_ghost.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-593967e9\4uPZ.py
MISSING	2911	0	CaseCrack\_audit_deep.py	C:\Users\ya754\AppData\Roaming\Code\User\History\10735b79\IMn0.py
MISSING	2906	0	CaseCrack\_fetch_status.py	C:\Users\ya754\AppData\Roaming\Code\User\History\211c6f52\Kcy2.py
MISSING	2817	0	CaseCrack\tools\burp_enterprise\static\verify_phase_b.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5c5dbd\jxMu.py
MISSING	2811	0	CaseCrack\_audit_scan.py	C:\Users\ya754\AppData\Roaming\Code\User\History\264ddc48\9pqH.py
MISSING	2805	0	CaseCrack\_test_queue_integration.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1d010d70\D9fx.py
MISSING	2788	0	CaseCrack\_fix_xxe.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3edb6e4a\8Ta8.py
MISSING	2749	0	CaseCrack\_check_secrets_output.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-1c8b3cb\Eofk.py
MISSING	2741	0	CaseCrack\_db_audit3.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-2d9d7654\WVEz.py
MISSING	2712	0	CaseCrack\_scan_module_apis.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1425e5bf\q8Zs.py
MISSING	2652	0	CaseCrack\tools\burp_enterprise\static\verify_spa_shell.py	C:\Users\ya754\AppData\Roaming\Code\User\History\6113df2c\BVe9.py
MISSING	2597	0	CaseCrack\_verify_resolve.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-dcaa29d\EOtT.py
MISSING	2583	0	CaseCrack\_crossphase_audit.py	C:\Users\ya754\AppData\Roaming\Code\User\History\29223f92\B9gT.py
MISSING	2550	0	CaseCrack\_scan_except_pass.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6c90060c\jH35.py
MISSING	2488	0	CaseCrack\_vacuum_into.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-3e210985\8jiB.py
MISSING	2474	0	CaseCrack\_compact_dbs.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-feec7d4\QSy6.py
MISSING	2440	0	CaseCrack\tools\burp_enterprise\static\verify_intercept.py	C:\Users\ya754\AppData\Roaming\Code\User\History\1543af1f\ytqT.py
MISSING	2436	0	CaseCrack\_check_phantoms.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-53843a34\RueI.py
MISSING	2424	0	CaseCrack\_extract_cmds.py	C:\Users\ya754\AppData\Roaming\Code\User\History\28bb48f2\yVaW.py
MISSING	2418	0	CaseCrack\_verify_stats_bug.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-372a5a85\FP2n.py
MISSING	2417	0	CaseCrack\_audit_phases.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2070170d\Z47n.py
MISSING	2400	0	CaseCrack\_audit_scan2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5c917a2c\dp84.py
MISSING	2393	0	CaseCrack\_test_safe_parse.py	C:\Users\ya754\AppData\Roaming\Code\User\History\60881c57\fW2L.py
MISSING	2359	0	CaseCrack\_fix7e_coverage.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-1ed05bfb\Xpq0.py
MISSING	2353	0	CaseCrack\_check_parallel2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-69a1b8af\dNf4.py
MISSING	2335	0	CaseCrack\_check_p15_logs.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-8c6a428\eF2U.py
MISSING	2334	0	CaseCrack\_test_p15.py	C:\Users\ya754\AppData\Roaming\Code\User\History\5513c202\7RHQ.py
MISSING	2311	0	CaseCrack\_fix_api_key_fp.py	C:\Users\ya754\AppData\Roaming\Code\User\History\3d4435d0\IA8P.py
MISSING	2261	0	CaseCrack\_analyze_timing2.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-5d9d0f0\shWC.py
MISSING	2216	0	CaseCrack\_validate_p5b.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6facf54b\OtTd.py
MISSING	2212	0	CaseCrack\_find_markers.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-c29d40a\KhKY.py
