verdict	only_hist	only_disk	disk_size	hist_size	rel_path	snapshot	strategy	hist_uri
MINOR	1	1	3158	11008	CaseCrack/tools/burp_enterprise/cli/_parsers/nuclei_gen.py	C:\Users\ya754\AppData\Roaming\Code\User\History\648200ff\vSk3.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/cli/commands/nuclei_gen.py
MINOR	3	1	2065	10865	CaseCrack/tools/burp_enterprise/cli/_parsers/attack_reason.py	C:\Users\ya754\AppData\Roaming\Code\User\History\65d93b8f\DO9n.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/cli/commands/attack_reason.py
MINOR	0	0	9370	10543	CaseCrack/tests/test_osint_recon_comprehensive.py	C:\Users\ya754\AppData\Roaming\Code\User\History\5a6e1c95\HqJ8.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tests/test_osint_recon_comprehensive.py
MINOR	1	0	7268	8281	CaseCrack/tools/burp_enterprise/tool_wrappers/nuclei_provider.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-65c61b8\DieP.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/tool_wrappers/nuclei_provider.py
MINOR	3	1	1574	7825	CaseCrack/tools/burp_enterprise/cli/_parsers/resume.py	C:\Users\ya754\AppData\Roaming\Code\User\History\68b4e3f7\SmNg.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/cli/commands/resume.py
MINOR	3	1	1413	7779	CaseCrack/tools/burp_enterprise/cli/_parsers/ask.py	C:\Users\ya754\AppData\Roaming\Code\User\History\595c9831\ejvJ.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/cli/commands/ask.py
MINOR	2	0	3479	7059	CaseCrack/tools/burp_enterprise/secrets/custom_detector_loader.py	C:\Users\ya754\AppData\Roaming\Code\User\History\b62a7f4\YQax.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/custom_detector_loader.py
MINOR	0	0	5847	6837	CaseCrack/tools/burp_enterprise/ai_ml/_scanner.py	C:\Users\ya754\AppData\Roaming\Code\User\History\bdc68fa\yOK2.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/ai_ml/_scanner.py
MINOR	2	1	1843	6263	CaseCrack/tools/burp_enterprise/cli/_parsers/http3.py	C:\Users\ya754\AppData\Roaming\Code\User\History\-6c795401\e01C.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/cli/commands/http3.py
MINOR	2	1	2824	5666	CaseCrack/tools/burp_enterprise/cli/_parsers/ai_scan.py	C:\Users\ya754\AppData\Roaming\Code\User\History\2d882716\dODM.py	basename	file:///c%3A/Users/ya754/CaseCrack%20v1.0/CaseCrack/tools/burp_enterprise/cli/commands/ai_scan.py
